iter,active_columns,cuts,lp_lb_cny,energy_cost_cny,theta_cny,violation_cny,new_columns,min_reduced_cost,rss_gib,elapsed_min,eta_min
190,66809,190,-412143747.4419883,-411918913.24416065,-412143747.4419883,224834.1978276372,0,0.0,0.23796844482421875,2.8284029841423033,1485.8047465644383
191,66809,191,-412143642.13272005,-411943293.81560266,-412143642.13272005,200348.31711739302,0,0.0,0.24460220336914062,3.73402054309845,1951.250556995357
192,66809,192,-412143531.09576803,-411945676.0133623,-412143531.09576803,197855.08240574598,0,0.0,0.24387359619140625,4.518822765350341,2349.034700854619
193,66809,193,-412143464.89602923,-411953287.2259652,-412143464.89602923,190177.67006403208,0,0.0,0.2913055419921875,5.306607369581858,2744.230889823091
194,66809,194,-412143405.49210113,-411947720.64175105,-412143405.49210113,195684.85035008192,0,0.0,0.28997802734375,6.106708172957102,3141.6810098461674
195,66809,195,-412143350.16980445,-411937046.4726801,-412143350.16980445,206303.697124362,0,0.0,0.2919960021972656,6.94098922808965,3552.5406662025007
196,66809,196,-412143298.95085084,-411950534.3375295,-412143298.95085084,192764.61332136393,0,0.0,0.2969245910644531,7.776790114243825,3959.973268173422
197,66809,197,-412143247.4631953,-411954175.8762756,-412143247.4631953,189071.58691972494,0,0.0,0.3001708984375,8.625394709904988,4369.747554480444
198,66809,198,-412143206.6249913,-411963608.89466465,-412143206.6249913,179597.73032665253,0,0.0,0.3020057678222656,9.251140201091767,4663.041890653336
199,66809,199,-412143162.6562965,-411933912.8164457,-412143162.6562965,209249.83985078335,0,0.0,0.3049583435058594,9.779544095198313,4904.564222336115
200,66809,200,-412143103.4867755,-411922193.28173375,-412143103.4867755,220910.20504176617,0,0.0,0.3043785095214844,10.578731048107148,5278.786793005467
201,66809,201,-412143053.2190459,-411966531.23318803,-412143053.2190459,176521.98585784435,0,0.0,0.26332855224609375,11.405402815341949,5662.9243560612495
