X_时间（h）,Y_E0净电网交互功率（MW）,Y_E1净电网交互功率（MW）
1775,-294.1572004133,-620.0000000000
1776,-298.3034000067,-620.0000000000
1777,-365.7852991501,-620.0000000000
1778,-311.0274008432,-620.0000000000
1779,-580.1102995767,-620.0000000000
1780,-605.7915995767,-620.0000000000
1781,-620.0000000000,-620.0000000000
1782,-620.0000000000,-620.0000000000
1783,-620.0000000000,-620.0000000000
1784,-620.0000000000,-620.0000000000
1785,-620.0000000000,-620.0000000000
1786,-620.0000000000,-620.0000000000
1787,-620.0000000000,-620.0000000000
1788,-620.0000000000,-620.0000000000
1789,-620.0000000000,-620.0000000000
1790,-620.0000000000,-620.0000000000
1791,-620.0000000000,-620.0000000000
1792,-620.0000000000,-620.0000000000
1793,-620.0000000000,-620.0000000000
1794,-620.0000000000,-620.0000000000
1795,-620.0000000000,-620.0000000000
1796,-591.1015995834,-620.0000000000
1797,-456.5489008432,-620.0000000000
1798,-438.3629008399,-620.0000000000
1799,-371.1951004266,-620.0000000000
1800,-348.4929995767,-620.0000000000
1801,-329.6941008499,-620.0000000000
1802,-392.9399000100,-620.0000000000
1803,-487.5195000000,-619.9999984518
1804,-620.0000000000,-620.0000000000
1805,-620.0000000000,-620.0000000000
1806,-620.0000000000,-620.0000000000
1807,-620.0000000000,-620.0000000000
1808,-620.0000000000,-620.0000000000
1809,-620.0000000000,-620.0000000000
1810,-620.0000000000,-620.0000000000
1811,-620.0000000000,-620.0000000000
1812,-620.0000000000,-620.0000000000
1813,-620.0000000000,-620.0000000000
1814,-620.0000000000,-620.0000000000
1815,-620.0000000000,-620.0000000000
1816,-620.0000000000,-620.0000000000
1817,-620.0000000000,-620.0000000000
1818,-620.0000000000,-620.0000000000
1819,-620.0000000000,-620.0000000000
1820,-620.0000000000,-620.0000000000
1821,-546.1758008399,-620.0000000000
1822,-391.9275004266,-620.0000000000
1823,-344.7964999933,-620.0000000000
1824,-263.0388008432,-620.0000000000
1825,-297.3375000100,-620.0000000000
1826,-435.5697000000,-620.0000000000
1827,-500.1723000067,-620.0000000000
1828,-616.1937000000,-620.0000000000
1829,-620.0000000000,-620.0000000000
1830,-620.0000000000,-620.0000000000
1831,-620.0000000000,-620.0000000000
1832,-620.0000000000,-620.0000000000
1833,-620.0000000000,-620.0000000000
1834,-620.0000000000,-620.0000000000
1835,-620.0000000000,-620.0000000000
1836,-620.0000000000,-620.0000000000
1837,-620.0000000000,-620.0000000000
1838,-620.0000000000,-620.0000000000
1839,-620.0000000000,-620.0000000000
1840,-620.0000000000,-620.0000000000
1841,-620.0000000000,-620.0000000000
1842,-620.0000000000,-620.0000000000
1843,-620.0000000000,-620.0000000000
1844,-614.1775004166,-620.0000000000
1845,-540.2540004266,-620.0000000000
1846,-406.9471991568,-620.0000000000
1847,-315.9550000067,-620.0000000000
1848,-306.4642004133,-620.0000000000
1849,-315.3859004133,-620.0000000000
1850,-410.3517991568,-620.0000000000
1851,-508.0386008499,-620.0000000000
1852,-601.5402995767,-620.0000000000
1853,-620.0000000000,-620.0000000000
1854,-620.0000000000,-620.0000000000
1855,-620.0000000000,-620.0000000000
1856,-620.0000000000,-620.0000000000
1857,-620.0000000000,-620.0000000000
1858,-620.0000000000,-620.0000000000
1859,-620.0000000000,-620.0000000000
1860,-620.0000000000,-620.0000000000
1861,-620.0000000000,-620.0000000000
1862,-620.0000000000,-620.0000000000
1863,-620.0000000000,-620.0000000000
1864,-620.0000000000,-620.0000000000
1865,-620.0000000000,-620.0000000000
1866,-620.0000000000,-620.0000000000
1867,-620.0000000000,-620.0000000000
1868,-616.0478995767,-620.0000000000
1869,-472.0576995767,-620.0000000000
1870,-402.6399004333,-620.0000000000
1871,-285.3616999933,-620.0000000000
1872,-287.5572008499,-593.4571995767
1873,-354.7496999900,-620.0000000000
1874,-388.8749000100,-620.0000000000
1875,-521.5233000100,-620.0000000000
1876,-620.0000000000,-620.0000000000
1877,-620.0000000000,-620.0000000000
1878,-620.0000000000,-620.0000000000
1879,-620.0000000000,-620.0000000000
1880,-620.0000000000,-620.0000000000
1881,-620.0000000000,-620.0000000000
1882,-620.0000000000,-620.0000000000
1883,-620.0000000000,-620.0000000000
1884,-620.0000000000,-620.0000000000
1885,-620.0000000000,-620.0000000000
1886,-620.0000000000,-620.0000000000
1887,-620.0000000000,-620.0000000000
1888,-620.0000000000,-620.0000000000
1889,-620.0000000000,-620.0000000000
1890,-620.0000000000,-620.0000000000
1891,-620.0000000000,-620.0000000000
1892,-606.7261004233,-620.0000000000
1893,-553.7140004333,-620.0000000000
1894,-438.0905995834,-620.0000000000
1895,-339.1110008399,-620.0000000000
1896,-259.4658991568,-620.0000000000
1897,-318.7037995667,-620.0000000000
1898,-438.3811004333,-620.0000000000
1899,-522.0968991568,-620.0000000000
1900,-611.2750000000,-620.0000000000
1901,-620.0000000000,-620.0000000000
1902,-620.0000000000,-620.0000000000
1903,-620.0000000000,-620.0000000000
1904,-620.0000000000,-620.0000000000
1905,-620.0000000000,-620.0000000000
1906,-620.0000000000,-620.0000000000
1907,-620.0000000000,-620.0000000000
1908,-620.0000000000,-620.0000000000
1909,-620.0000000000,-620.0000000000
1910,-620.0000000000,-620.0000000000
1911,-620.0000000000,-620.0000000000
1912,-620.0000000000,-620.0000000000
1913,-620.0000000000,-620.0000000000
1914,-620.0000000000,-620.0000000000
1915,-620.0000000000,-620.0000000000
1916,-620.0000000000,-620.0000000000
1917,-512.0203991601,-620.0000000000
1918,-358.1091000000,-620.0000000000
1919,-294.8441008399,-620.0000000000
1920,-238.4724004166,-620.0000000000
1921,-263.9637000100,-620.0000000000
1922,-397.1832008399,-620.0000000000
1923,-564.0661000100,-602.0321004233
1924,-608.7642000000,-608.7642000000
1925,-620.0000000000,-620.0000000000
1926,-620.0000000000,-620.0000000000
1927,-620.0000000000,-620.0000000000
1928,-620.0000000000,-620.0000000000
1929,-620.0000000000,-620.0000000000
1930,-620.0000000000,-620.0000000000
1931,-620.0000000000,-620.0000000000
1932,-620.0000000000,-620.0000000000
1933,-620.0000000000,-620.0000000000
1934,-620.0000000000,-620.0000000000
1935,-620.0000000000,-620.0000000000
1936,-620.0000000000,-620.0000000000
1937,-620.0000000000,-620.0000000000
1938,-620.0000000000,-620.0000000000
1939,-620.0000000000,-620.0000000000
1940,-586.1482004166,-620.0000000000
1941,-531.6916995800,-620.0000000000
1942,-384.8379004333,-620.0000000000
1943,-377.7720004166,-620.0000000000
1944,-281.3105004166,-620.0000000000
1945,-344.2898000100,-620.0000000000
1946,-415.0010008499,-620.0000000000
1947,-510.7461008432,-620.0000000000
1948,-620.0000000000,-620.0000000000
1949,-620.0000000000,-620.0000000000
1950,-620.0000000000,-620.0000000000
1951,-620.0000000000,-620.0000000000
1952,-620.0000000000,-620.0000000000
1953,-620.0000000000,-620.0000000000
1954,-620.0000000000,-620.0000000000
1955,-620.0000000000,-620.0000000000
1956,-620.0000000000,-620.0000000000
1957,-620.0000000000,-620.0000000000
1958,-620.0000000000,-620.0000000000
1959,-620.0000000000,-620.0000000000
1960,-620.0000000000,-620.0000000000
1961,-620.0000000000,-620.0000000000
1962,-620.0000000000,-620.0000000000
1963,-620.0000000000,-620.0000000000
1964,-614.9429995767,-620.0000000000
1965,-535.4002995834,-620.0000000000
1966,-359.2838008432,-620.0000000000
1967,-296.9478004166,-620.0000000000
1968,-256.4370004233,-620.0000000000
1969,-340.1084012665,-620.0000000000
1970,-344.5947995834,-620.0000000000
1971,-461.0102004166,-620.0000000000
1972,-620.0000000000,-620.0000000000
1973,-620.0000000000,-620.0000000000
1974,-620.0000000000,-620.0000000000
1975,-620.0000000000,-620.0000000000
1976,-620.0000000000,-620.0000000000
1977,-620.0000000000,-620.0000000000
1978,-620.0000000000,-620.0000000000
1979,-620.0000000000,-620.0000000000
1980,-620.0000000000,-620.0000000000
1981,-620.0000000000,-620.0000000000
1982,-620.0000000000,-620.0000000000
1983,-620.0000000000,-620.0000000000
1984,-620.0000000000,-620.0000000000
1985,-620.0000000000,-620.0000000000
1986,-620.0000000000,-620.0000000000
1987,-620.0000000000,-620.0000000000
1988,-598.6400004166,-620.0000000000
1989,-514.6258000000,-620.0000000000
1990,-403.4689008399,-620.0000000000
1991,-310.3817008499,-620.0000000000
1992,-285.7504012665,-610.1347012699
1993,-336.7544000033,-620.0000000000
1994,-377.1937995834,-620.0000000000
1995,-515.2090004233,-620.0000000000
1996,-620.0000000000,-620.0000000000
1997,-620.0000000000,-620.0000000000
1998,-620.0000000000,-620.0000000000
1999,-620.0000000000,-620.0000000000
2000,-620.0000000000,-620.0000000000
2001,-620.0000000000,-620.0000000000
2002,-620.0000000000,-620.0000000000
2003,-620.0000000000,-620.0000000000
2004,-620.0000000000,-620.0000000000
2005,-620.0000000000,-620.0000000000
2006,-620.0000000000,-620.0000000000
2007,-620.0000000000,-620.0000000000
2008,-620.0000000000,-620.0000000000
2009,-620.0000000000,-620.0000000000
2010,-620.0000000000,-620.0000000000
2011,-620.0000000000,-620.0000000000
2012,-571.4452004233,-620.0000000000
2013,-483.9641995667,-620.0000000000
2014,-425.1271008399,-620.0000000000
2015,-310.3136995867,-620.0000000000
2016,-249.1130995734,-620.0000000000
2017,-339.4095995834,-620.0000000000
2018,-366.4438991601,-620.0000000000
2019,-529.8516995834,-620.0000000000
2020,-614.7332000000,-620.0000000000
2021,-620.0000000000,-620.0000000000
2022,-620.0000000000,-620.0000000000
2023,-620.0000000000,-620.0000000000
2024,-620.0000000000,-620.0000000000
2025,-620.0000000000,-620.0000000000
2026,-620.0000000000,-620.0000000000
2027,-620.0000000000,-620.0000000000
2028,-620.0000000000,-620.0000000000
2029,-620.0000000000,-620.0000000000
2030,-620.0000000000,-620.0000000000
2031,-620.0000000000,-620.0000000000
2032,-620.0000000000,-620.0000000000
2033,-620.0000000000,-620.0000000000
2034,-620.0000000000,-620.0000000000
2035,-620.0000000000,-620.0000000000
2036,-602.4899995834,-620.0000000000
2037,-543.9464004233,-620.0000000000
2038,-368.3194991501,-620.0000000000
2039,-304.8786995767,-620.0000000000
2040,-220.0019995834,-567.4174987501
2041,-370.1242000000,-620.0000000000
2042,-384.4189995767,-620.0000000000
2043,-497.3120004266,-620.0000000000
2044,-612.4749995834,-620.0000000000
2045,-620.0000000000,-620.0000000000
2046,-620.0000000000,-620.0000000000
2047,-620.0000000000,-620.0000000000
2048,-620.0000000000,-620.0000000000
2049,-620.0000000000,-620.0000000000
2050,-620.0000000000,-620.0000000000
2051,-620.0000000000,-620.0000000000
2052,-620.0000000000,-620.0000000000
2053,-620.0000000000,-620.0000000000
2054,-620.0000000000,-620.0000000000
2055,-620.0000000000,-620.0000000000
2056,-620.0000000000,-620.0000000000
2057,-620.0000000000,-620.0000000000
2058,-620.0000000000,-620.0000000000
2059,-620.0000000000,-620.0000000000
2060,-606.3474004233,-620.0000000000
2061,-557.4597004333,-620.0000000000
2062,-381.3913995800,-620.0000000000
2063,-327.2642004233,-620.0000000000
2064,-279.6462004266,-620.0000000000
2065,-274.9942987335,-620.0000000000
2066,-436.3508995800,-620.0000000000
2067,-526.3289995767,-620.0000000000
2068,-620.0000000000,-620.0000000000
2069,-620.0000000000,-620.0000000000
2070,-620.0000000000,-620.0000000000
2071,-620.0000000000,-620.0000000000
2072,-620.0000000000,-620.0000000000
2073,-620.0000000000,-620.0000000000
2074,-620.0000000000,-620.0000000000
2075,-620.0000000000,-620.0000000000
2076,-620.0000000000,-620.0000000000
2077,-620.0000000000,-620.0000000000
2078,-620.0000000000,-620.0000000000
2079,-620.0000000000,-620.0000000000
2080,-620.0000000000,-620.0000000000
2081,-620.0000000000,-620.0000000000
2082,-620.0000000000,-620.0000000000
2083,-620.0000000000,-620.0000000000
2084,-620.0000000000,-620.0000000000
2085,-508.4632004200,-620.0000000000
2086,-417.6898000100,-620.0000000000
2087,-303.6049995834,-620.0000000000
2088,-283.1911000033,-620.0000000000
2089,-321.2345995667,-620.0000000000
2090,-401.5893000000,-620.0000000000
2091,-456.5352004266,-620.0000000000
2092,-600.7886000000,-620.0000000000
2093,-620.0000000000,-620.0000000000
2094,-620.0000000000,-620.0000000000
2095,-620.0000000000,-620.0000000000
2096,-620.0000000000,-620.0000000000
2097,-620.0000000000,-620.0000000000
2098,-620.0000000000,-620.0000000000
2099,-620.0000000000,-620.0000000000
2100,-620.0000000000,-620.0000000000
2101,-620.0000000000,-620.0000000000
2102,-620.0000000000,-620.0000000000
2103,-620.0000000000,-620.0000000000
2104,-620.0000000000,-620.0000000000
2105,-620.0000000000,-620.0000000000
2106,-620.0000000000,-620.0000000000
2107,-620.0000000000,-620.0000000000
2108,-620.0000000000,-620.0000000000
2109,-527.3740995867,-620.0000000000
2110,-344.2895004233,-620.0000000000
2111,-331.5678004166,-620.0000000000
2112,-294.6268000000,-620.0000000000
2113,-286.9710004133,-620.0000000000
2114,-401.3629004233,-620.0000000000
2115,-540.5170987335,-620.0000000000
2116,-592.9000000000,-620.0000000000
2117,-620.0000000000,-620.0000000000
2118,-620.0000000000,-620.0000000000
2119,-620.0000000000,-620.0000000000
2120,-620.0000000000,-620.0000000000
2121,-620.0000000000,-620.0000000000
2122,-620.0000000000,-620.0000000000
2123,-620.0000000000,-620.0000000000
2124,-620.0000000000,-620.0000000000
2125,-620.0000000000,-620.0000000000
2126,-620.0000000000,-620.0000000000
2127,-620.0000000000,-620.0000000000
2128,-620.0000000000,-620.0000000000
2129,-620.0000000000,-620.0000000000
2130,-620.0000000000,-620.0000000000
2131,-620.0000000000,-620.0000000000
2132,-620.0000000000,-620.0000000000
2133,-555.4621008399,-620.0000000000
2134,-416.8289999900,-620.0000000000
2135,-343.8829995667,-620.0000000000
2136,-323.3768991568,-620.0000000000
2137,-288.2460995667,-620.0000000000
2138,-413.4113004200,-620.0000000000
2139,-550.9177004233,-620.0000000000
2140,-592.1927004233,-620.0000000000
2141,-620.0000000000,-620.0000000000
2142,-620.0000000000,-620.0000000000
2143,-620.0000000000,-620.0000000000
2144,-620.0000000000,-620.0000000000
2145,-620.0000000000,-620.0000000000
2146,-620.0000000000,-620.0000000000
2147,-620.0000000000,-620.0000000000
2148,-620.0000000000,-620.0000000000
2149,-620.0000000000,-620.0000000000
2150,-620.0000000000,-620.0000000000
2151,-620.0000000000,-620.0000000000
2152,-620.0000000000,-620.0000000000
2153,-620.0000000000,-620.0000000000
2154,-620.0000000000,-620.0000000000
2155,-620.0000000000,-620.0000000000
2156,-620.0000000000,-620.0000000000
2157,-539.3710008432,-620.0000000000
2158,-454.7473008499,-620.0000000000
2159,-296.4797999900,-620.0000000000
2160,-284.7181991601,-620.0000000000
2161,-309.4637991601,-620.0000000000
2162,-406.3554000000,-620.0000000000
2163,-406.7868012665,-620.0000000000
2164,-620.0000000000,-620.0000000000
2165,-620.0000000000,-620.0000000000
2166,-620.0000000000,-620.0000000000
2167,-620.0000000000,-620.0000000000
2168,-620.0000000000,-620.0000000000
2169,-620.0000000000,-620.0000000000
2170,-620.0000000000,-620.0000000000
2171,-620.0000000000,-620.0000000000
2172,-620.0000000000,-620.0000000000
2173,-620.0000000000,-620.0000000000
2174,-620.0000000000,-620.0000000000
2175,-620.0000000000,-620.0000000000
2176,-620.0000000000,-620.0000000000
2177,-620.0000000000,-620.0000000000
2178,-620.0000000000,-620.0000000000
2179,-620.0000000000,-620.0000000000
2180,-607.9150000000,-620.0000000000
2181,-539.3981000067,-620.0000000000
2182,-410.3305987335,-620.0000000000
2183,-333.9747999967,-620.0000000000
2184,-289.1611004333,-620.0000000000
2185,-344.3426004266,-620.0000000000
2186,-390.5103995767,-620.0000000000
2187,-511.8067000100,-620.0000000000
2188,-619.5250000000,-620.0000000000
2189,-620.0000000000,-620.0000000000
2190,-620.0000000000,-620.0000000000
2191,-620.0000000000,-620.0000000000
2192,-620.0000000000,-620.0000000000
2193,-620.0000000000,-620.0000000000
2194,-620.0000000000,-620.0000000000
2195,-620.0000000000,-620.0000000000
2196,-620.0000000000,-620.0000000000
2197,-620.0000000000,-620.0000000000
2198,-620.0000000000,-620.0000000000
2199,-620.0000000000,-620.0000000000
2200,-620.0000000000,-620.0000000000
2201,-620.0000000000,-620.0000000000
2202,-620.0000000000,-620.0000000000
2203,-620.0000000000,-620.0000000000
2204,-586.5839004233,-620.0000000000
2205,-496.5169995767,-620.0000000000
2206,-339.8494999933,-620.0000000000
2207,-352.2841995667,-620.0000000000
2208,-249.8426008399,-620.0000000000
2209,-295.2477008499,-620.0000000000
2210,-426.9298995767,-620.0000000000
2211,-497.8594991568,-620.0000000000
2212,-599.8000004166,-620.0000000000
2213,-620.0000000000,-620.0000000000
2214,-620.0000000000,-620.0000000000
2215,-620.0000000000,-620.0000000000
2216,-620.0000000000,-620.0000000000
2217,-620.0000000000,-620.0000000000
2218,-620.0000000000,-620.0000000000
2219,-620.0000000000,-620.0000000000
2220,-620.0000000000,-620.0000000000
2221,-620.0000000000,-620.0000000000
2222,-620.0000000000,-620.0000000000
2223,-620.0000000000,-620.0000000000
2224,-620.0000000000,-620.0000000000
2225,-620.0000000000,-620.0000000000
2226,-620.0000000000,-620.0000000000
2227,-620.0000000000,-620.0000000000
2228,-620.0000000000,-620.0000000000
2229,-552.1553991601,-620.0000000000
2230,-437.9506995767,-620.0000000000
2231,-278.6231000100,-620.0000000000
2232,-303.0701000000,-620.0000000000
2233,-293.1609008499,-620.0000000000
2234,-391.0975004266,-620.0000000000
2235,-505.3521000033,-620.0000000000
2236,-597.0740004233,-620.0000000000
2237,-620.0000000000,-620.0000000000
2238,-620.0000000000,-620.0000000000
2239,-620.0000000000,-620.0000000000
2240,-620.0000000000,-620.0000000000
2241,-620.0000000000,-620.0000000000
2242,-620.0000000000,-620.0000000000
2243,-620.0000000000,-620.0000000000
2244,-620.0000000000,-620.0000000000
2245,-620.0000000000,-620.0000000000
2246,-620.0000000000,-620.0000000000
2247,-620.0000000000,-620.0000000000
2248,-620.0000000000,-620.0000000000
2249,-620.0000000000,-620.0000000000
2250,-620.0000000000,-620.0000000000
2251,-620.0000000000,-620.0000000000
2252,-620.0000000000,-620.0000000000
2253,-518.5600999900,-620.0000000000
2254,-328.5204991501,-620.0000000000
2255,-337.6286000000,-620.0000000000
2256,-281.5473995734,-620.0000000000
2257,-288.2611999933,-620.0000000000
2258,-369.4011991501,-620.0000000000
2259,-489.5505004166,-620.0000000000
2260,-620.0000000000,-620.0000000000
2261,-620.0000000000,-620.0000000000
2262,-620.0000000000,-620.0000000000
2263,-620.0000000000,-620.0000000000
2264,-620.0000000000,-620.0000000000
2265,-620.0000000000,-620.0000000000
2266,-620.0000000000,-620.0000000000
2267,-620.0000000000,-620.0000000000
2268,-620.0000000000,-620.0000000000
2269,-620.0000000000,-620.0000000000
2270,-620.0000000000,-620.0000000000
2271,-620.0000000000,-620.0000000000
2272,-620.0000000000,-620.0000000000
2273,-620.0000000000,-620.0000000000
2274,-620.0000000000,-620.0000000000
2275,-620.0000000000,-620.0000000000
2276,-620.0000000000,-620.0000000000
2277,-537.3010991568,-620.0000000000
2278,-312.8340991568,-620.0000000000
2279,-337.6699999967,-620.0000000000
2280,-328.4102991568,-620.0000000000
2281,-317.1319004166,-620.0000000000
2282,-405.6136999967,-620.0000000000
2283,-491.0646995800,-620.0000000000
2284,-620.0000000000,-620.0000000000
2285,-620.0000000000,-620.0000000000
2286,-620.0000000000,-620.0000000000
2287,-620.0000000000,-620.0000000000
2288,-620.0000000000,-620.0000000000
2289,-620.0000000000,-620.0000000000
2290,-620.0000000000,-620.0000000000
2291,-620.0000000000,-620.0000000000
2292,-620.0000000000,-620.0000000000
2293,-620.0000000000,-620.0000000000
2294,-620.0000000000,-620.0000000000
2295,-620.0000000000,-620.0000000000
2296,-620.0000000000,-620.0000000000
2297,-620.0000000000,-620.0000000000
2298,-620.0000000000,-620.0000000000
2299,-620.0000000000,-620.0000000000
2300,-620.0000000000,-620.0000000000
2301,-499.9368991501,-620.0000000000
2302,-422.0367991601,-620.0000000000
2303,-320.9365000033,-620.0000000000
2304,-335.6521004333,-620.0000000000
2305,-267.2752004233,-620.0000000000
2306,-397.6877000067,-620.0000000000
2307,-509.5113004166,-620.0000000000
2308,-606.9354000000,-620.0000000000
2309,-620.0000000000,-620.0000000000
2310,-620.0000000000,-620.0000000000
2311,-620.0000000000,-620.0000000000
2312,-620.0000000000,-620.0000000000
2313,-620.0000000000,-620.0000000000
2314,-620.0000000000,-620.0000000000
2315,-620.0000000000,-620.0000000000
2316,-620.0000000000,-620.0000000000
2317,-620.0000000000,-620.0000000000
2318,-620.0000000000,-620.0000000000
2319,-620.0000000000,-620.0000000000
2320,-620.0000000000,-620.0000000000
2321,-620.0000000000,-620.0000000000
2322,-620.0000000000,-620.0000000000
2323,-620.0000000000,-620.0000000000
2324,-619.5404004233,-620.0000000000
2325,-512.2995008399,-620.0000000000
2326,-445.4186000000,-620.0000000000
2327,-325.5006995734,-620.0000000000
2328,-295.6859995834,-620.0000000000
2329,-291.3822999900,-620.0000000000
2330,-386.0448004233,-620.0000000000
2331,-533.5034004166,-620.0000000000
2332,-615.0375004166,-620.0000000000
2333,-620.0000000000,-620.0000000000
2334,-620.0000000000,-620.0000000000
2335,-620.0000000000,-620.0000000000
2336,-620.0000000000,-620.0000000000
2337,-620.0000000000,-620.0000000000
2338,-620.0000000000,-620.0000000000
2339,-620.0000000000,-620.0000000000
2340,-620.0000000000,-620.0000000000
2341,-620.0000000000,-620.0000000000
2342,-620.0000000000,-620.0000000000
2343,-620.0000000000,-620.0000000000
2344,-620.0000000000,-620.0000000000
2345,-620.0000000000,-620.0000000000
2346,-620.0000000000,-620.0000000000
2347,-620.0000000000,-620.0000000000
2348,-620.0000000000,-620.0000000000
2349,-554.5741995800,-620.0000000000
2350,-390.5660000000,-620.0000000000
2351,-330.1525004133,-620.0000000000
2352,-308.3161999967,-620.0000000000
2353,-314.2237004166,-620.0000000000
2354,-367.3851000000,-620.0000000000
2355,-521.9023995734,-620.0000000000
2356,-620.0000000000,-620.0000000000
2357,-620.0000000000,-620.0000000000
2358,-620.0000000000,-620.0000000000
2359,-620.0000000000,-620.0000000000
2360,-620.0000000000,-620.0000000000
2361,-620.0000000000,-620.0000000000
2362,-620.0000000000,-620.0000000000
2363,-620.0000000000,-620.0000000000
2364,-620.0000000000,-620.0000000000
2365,-620.0000000000,-620.0000000000
2366,-620.0000000000,-620.0000000000
2367,-620.0000000000,-620.0000000000
2368,-620.0000000000,-620.0000000000
2369,-620.0000000000,-620.0000000000
2370,-620.0000000000,-620.0000000000
2371,-620.0000000000,-620.0000000000
2372,-620.0000000000,-620.0000000000
2373,-527.9939991601,-620.0000000000
2374,-449.3562995834,-620.0000000000
2375,-354.3648999900,-620.0000000000
2376,-294.5922995800,-620.0000000000
2377,-321.4464991568,-620.0000000000
2378,-398.1307008499,-620.0000000000
2379,-512.8473004233,-620.0000000000
2380,-619.1125004166,-620.0000000000
2381,-620.0000000000,-620.0000000000
2382,-620.0000000000,-620.0000000000
2383,-620.0000000000,-620.0000000000
2384,-620.0000000000,-620.0000000000
2385,-620.0000000000,-620.0000000000
2386,-620.0000000000,-620.0000000000
2387,-620.0000000000,-620.0000000000
2388,-620.0000000000,-620.0000000000
2389,-620.0000000000,-620.0000000000
2390,-620.0000000000,-620.0000000000
2391,-620.0000000000,-620.0000000000
2392,-620.0000000000,-620.0000000000
2393,-620.0000000000,-620.0000000000
2394,-620.0000000000,-620.0000000000
2395,-620.0000000000,-620.0000000000
2396,-620.0000000000,-620.0000000000
2397,-526.9093000000,-620.0000000000
2398,-382.6903999900,-620.0000000000
2399,-307.2310999900,-620.0000000000
2400,-82.4038029100,-541.3300512433
2401,-309.8369837500,-620.0000000000
2402,-499.6163537500,-620.0000000000
2403,-583.4962500000,-620.0000000000
2404,-620.0000000000,-620.0000000000
2405,-620.0000000000,-620.0000000000
2406,-620.0000000000,-620.0000000000
