X_时间（h）,Y_RegionD_SOC（MWh）,Y_RegionE_SOC（MWh）,Y_RegionF_SOC（MWh）
284,500.3657466948,651.4489242832,791.2864529784
285,505.8215062938,623.7016129032,726.5979583547
286,462.1363445448,555.2204296595,635.7348396200
287,354.5673122867,435.7526877241,537.4254847813
288,244.8567751110,317.1263436380,398.8836563691
289,179.2167746523,225.1720430108,247.2230116630
290,136.2025806452,137.9274193548,155.2950542186
291,90.0000000000,87.4435479391,85.8836563691
292,90.0000000000,82.0000000000,85.0000000000
293,90.0000000000,82.0000000000,85.0000000000
294,90.0000000000,82.0000000000,85.0000000000
295,90.0000000000,82.0000000000,85.0000000000
296,90.0000000000,82.0000000000,85.0000000000
297,90.0000000000,82.0000000000,85.0000000000
298,90.0000000000,82.0000000000,85.0000000000
299,90.0000000000,82.0000000000,85.0000000000
300,90.0000000000,82.0000000000,85.0000000000
301,90.0000000000,82.0000000000,85.0000000000
302,90.0000000000,82.0000000000,165.5233790108
303,90.0000000000,184.0571000000,165.5233790108
304,90.0000000000,409.6571000000,371.0514650108
305,90.0000000000,590.2075996084,539.5099930108
306,253.4233173906,731.2898500000,691.1735410108
307,377.0743009896,803.3949003916,754.1123686129
308,409.2098933906,820.0000000000,792.8608602151
309,394.6404310250,733.9596778673,720.2792473118
310,373.4447321003,633.8521514336,619.8706447061
311,303.6838718852,492.8924744622,476.2099995448
312,201.4881725017,343.3360210574,319.1370963190
313,138.4494623656,214.2043006273,219.9561285771
314,100.4176344086,135.4139780466,135.5389247312
315,90.0000000000,82.0000000000,85.0000000000
316,90.0000000000,82.0000000000,85.0000000000
317,90.0000000000,82.0000000000,85.0000000000
318,90.0000000000,82.0000000000,85.0000000000
319,90.0000000000,82.0000000000,85.0000000000
320,90.0000000000,82.0000000000,85.0000000000
321,90.0000000000,82.0000000000,85.0000000000
322,90.0000000000,82.0000000000,85.0000000000
323,90.0000000000,82.0000000000,85.0000000000
324,90.0000000000,82.0000000000,85.0000000000
325,90.0000000000,82.0000000000,85.0000000000
326,90.0000000000,82.0000000000,85.0000000000
327,90.0000000000,307.6000000000,320.0000000000
328,90.0000000000,359.1678418791,372.7597217563
329,168.4717476118,559.9753414875,565.4404521542
330,308.9062432108,662.8700914875,685.8861305521
331,388.1471148098,747.3596410959,751.7975201542
332,419.7051708098,759.2177414875,771.7078485521
333,421.4791384087,725.7177414875,739.0015040109
334,386.9879560718,608.5134408602,659.9780631507
335,305.9823651327,490.8333333333,521.6841926381
336,211.8658064516,369.1290327060,364.9253754338
337,121.4929032258,218.0215058243,242.2698920180
338,107.7810752688,134.0967746415,149.5089247312
339,90.0000000000,82.0000000000,85.0000000000
340,90.0000000000,82.0000000000,85.0000000000
341,90.0000000000,82.0000000000,85.0000000000
342,90.0000000000,82.0000000000,85.0000000000
343,90.0000000000,82.0000000000,85.0000000000
344,90.0000000000,82.0000000000,85.0000000000
345,90.0000000000,82.0000000000,85.0000000000
346,90.0000000000,82.0000000000,85.0000000000
347,90.0000000000,82.0000000000,85.0000000000
348,90.0000000000,82.0000000000,85.0000000000
349,90.0000000000,82.0000000000,85.0000000000
350,90.0000000000,82.0000000000,85.0000000000
351,90.0000000000,82.0000000000,85.0000000000
352,90.0000000000,293.1298900206,300.9805520251
353,127.8846677566,485.6653900206,490.9394184230
354,304.6437717566,603.1066400206,608.9019928209
355,403.1117801577,690.2634404122,673.8344668209
356,462.1027961577,686.2069887993,702.1133324230
357,437.5135483871,639.6962361112,665.5560210502
358,392.2318279570,544.3467732976,578.6804296524
359,290.0443010753,423.7499986560,447.8973118280
360,213.0632253477,322.5564507169,304.6168821756
361,146.4047307241,168.6263431901,195.1666671218
362,97.4034408602,105.6290318101,118.8883875519
363,90.0000000000,82.6048382617,104.1143010753
364,90.0000000000,82.0000000000,85.0000000000
365,90.0000000000,82.0000000000,85.0000000000
366,90.0000000000,82.0000000000,85.0000000000
367,90.0000000000,82.0000000000,85.0000000000
368,90.0000000000,82.0000000000,85.0000000000
369,90.0000000000,82.0000000000,85.0000000000
370,90.0000000000,82.0000000000,85.0000000000
371,90.0000000000,82.0000000000,85.0000000000
372,90.0000000000,82.0000000000,85.0000000000
373,90.0000000000,82.0000000000,85.0000000000
374,90.0000000000,82.0000000000,85.0000000000
375,90.0000000000,94.8767340503,211.0168489822
376,90.0000000000,320.4767340503,446.0168489822
377,131.8796377353,506.3499844419,620.0862369822
378,290.7230937353,646.7154840503,733.1184173801
379,409.2364141363,708.1397840503,794.8395689822
380,452.2489337353,689.7822576165,777.5486016954
381,463.5402141363,617.9892473118,768.0982795699
382,426.8881715843,553.4462361112,702.2801079820
383,349.8464506954,480.3897840503,596.5965595949
384,234.6443001578,358.7795689965,453.2068826307
385,129.4206447026,250.7903221327,297.1353772544
386,91.9393548387,126.3279565413,169.5108606702
387,90.0000000000,82.0000000000,111.1880649713
388,90.0000000000,82.0000000000,85.0000000000
389,90.0000000000,82.0000000000,85.0000000000
390,90.0000000000,82.0000000000,85.0000000000
391,90.0000000000,82.0000000000,85.0000000000
392,90.0000000000,82.0000000000,85.0000000000
393,90.0000000000,82.0000000000,85.0000000000
394,90.0000000000,82.0000000000,85.0000000000
395,90.0000000000,82.0000000000,85.0000000000
396,90.0000000000,82.0000000000,85.0000000000
397,90.0000000000,82.0000000000,85.0000000000
398,90.0000000000,82.0000000000,187.4096043979
399,90.0000000000,82.0000000000,187.4096043979
400,263.2953614336,270.1526930771,419.1296620000
401,263.2953614336,495.7526930771,584.7469456021
402,414.3300494336,642.7334430771,740.5052276021
403,507.4438174336,690.6569926854,837.9568140000
404,548.0980654336,725.6155922938,850.0000000000
405,507.8873127454,653.7822585125,764.3360219605
406,444.6030116702,575.7849462366,652.7022580645
407,351.8984955411,452.4731182796,530.3038705126
408,250.6800004587,357.9193548387,404.3254838710
409,170.5883870968,261.5833333333,291.1335483871
410,90.0000000000,153.9489251792,155.5749462366
411,90.0000000000,104.1102155017,85.0000000000
412,90.0000000000,82.0000000000,85.0000000000
413,90.0000000000,82.0000000000,85.0000000000
414,90.0000000000,82.0000000000,85.0000000000
415,90.0000000000,82.0000000000,85.0000000000
416,90.0000000000,82.0000000000,85.0000000000
417,90.0000000000,82.0000000000,85.0000000000
418,90.0000000000,82.0000000000,85.0000000000
419,90.0000000000,82.0000000000,85.0000000000
420,90.0000000000,82.0000000000,85.0000000000
421,90.0000000000,82.0000000000,85.0000000000
422,90.0000000000,82.0000000000,85.0000000000
423,90.0000000000,158.7263931004,158.6634119104
424,90.0000000000,384.3263931004,393.6634119104
425,90.0000000000,558.0148931004,606.2806023083
426,199.8425419353,684.2098927088,730.0808583083
427,303.2557023364,739.5241931004,799.6094619104
428,369.5862379353,721.4892468638,798.4597844911
429,347.4606469962,674.9784946237,784.2572033908
430,309.1845175052,556.7123660394,657.3970958639
431,266.6339794121,439.0456993727,525.8902141435
432,182.0279579067,310.9704305555,342.2975259714
433,136.9918284157,209.9569892473,222.5917199750
434,90.0000000000,141.2473118280,129.5303221255
435,90.0000000000,82.0000000000,85.0000000000
436,90.0000000000,82.0000000000,85.0000000000
437,90.0000000000,82.0000000000,85.0000000000
438,90.0000000000,82.0000000000,85.0000000000
439,90.0000000000,82.0000000000,85.0000000000
440,90.0000000000,82.0000000000,85.0000000000
441,90.0000000000,82.0000000000,85.0000000000
442,90.0000000000,82.0000000000,85.0000000000
443,90.0000000000,82.0000000000,85.0000000000
444,90.0000000000,82.0000000000,85.0000000000
445,90.0000000000,82.0000000000,85.0000000000
446,90.0000000000,82.0000000000,85.0000000000
447,90.0000000000,82.0000000000,234.2192543979
448,90.0000000000,304.2396157374,469.2192543979
449,125.8488061357,492.4511157374,646.8461663979
450,292.3927421357,594.8876161290,771.5178963979
451,400.2697737347,668.2851661290,850.0000000000
452,430.1553813336,672.5645161290,823.6551612903
453,434.1552697347,646.5645165770,745.3517199750
454,388.5707536056,570.5698933691,648.3570963190
455,329.6141940071,447.5672051970,503.3991393298
456,264.1668817204,341.7903230286,344.0593539284
457,169.4172043011,187.7258073476,191.2516124481
458,102.3582791112,114.1236568099,101.2627956989
459,90.0000000000,109.2849466845,85.0000000000
460,90.0000000000,82.0000000000,85.0000000000
461,90.0000000000,82.0000000000,85.0000000000
462,90.0000000000,82.0000000000,85.0000000000
463,90.0000000000,82.0000000000,85.0000000000
464,90.0000000000,82.0000000000,85.0000000000
465,90.0000000000,82.0000000000,85.0000000000
466,90.0000000000,82.0000000000,85.0000000000
467,90.0000000000,82.0000000000,85.0000000000
468,90.0000000000,82.0000000000,85.0000000000
469,90.0000000000,82.0000000000,85.0000000000
470,90.0000000000,82.0000000000,85.0000000000
471,90.0000000000,82.0000000000,147.4944838207
472,90.0000000000,215.7385851355,382.4944838207
473,224.1645354557,416.0760847439,569.3017178207
474,412.5345198567,558.7680843522,705.6010602186
475,498.1884478567,654.5376339606,799.0414782186
476,529.8307274557,639.2715044804,812.9350542186
477,555.0670958567,631.2016124552,772.6496783297
478,457.7733328746,566.9408597671,656.1544090573
479,355.9161290323,429.0322576165,501.1456993799
480,265.5982800286,311.1182791219,382.5961294874
481,180.7720430108,197.4838709677,261.8524740286
482,118.8606451613,146.1397844983,156.7602155089
483,90.0000000000,82.0000000000,85.0000000000
484,90.0000000000,82.0000000000,85.0000000000
485,90.0000000000,82.0000000000,85.0000000000
486,90.0000000000,82.0000000000,85.0000000000
487,90.0000000000,82.0000000000,85.0000000000
488,90.0000000000,82.0000000000,85.0000000000
489,90.0000000000,82.0000000000,85.0000000000
490,90.0000000000,82.0000000000,85.0000000000
491,90.0000000000,82.0000000000,85.0000000000
492,90.0000000000,82.0000000000,85.0000000000
493,90.0000000000,82.0000000000,85.0000000000
494,90.0000000000,82.0000000000,85.0000000000
495,90.0000000000,82.0000000000,85.0000000000
496,90.0000000000,214.8020559803,268.0148601720
497,228.6539821654,400.9338055887,496.1514497741
498,378.7983025664,537.2925555887,619.4980617741
499,473.9093825664,636.4931051970,705.2504081720
500,512.4219345664,670.8172051970,735.9526881720
501,490.2825801864,634.6559144265,667.8502150538
502,415.5746236559,540.5698929211,560.6000000000
503,351.7045161290,405.0403225806,450.3144081470
504,241.9802150538,289.5994623656,323.8580640610
505,156.4520430108,205.6290322581,208.6723651362
506,108.5655913978,115.1182791219,117.5910752688
507,90.0000000000,82.0000000000,89.2566671218
508,90.0000000000,82.0000000000,85.0000000000
509,90.0000000000,82.0000000000,85.0000000000
510,90.0000000000,82.0000000000,85.0000000000
511,90.0000000000,82.0000000000,85.0000000000
512,90.0000000000,82.0000000000,85.0000000000
513,90.0000000000,82.0000000000,85.0000000000
514,90.0000000000,82.0000000000,85.0000000000
515,90.0000000000,82.0000000000,85.0000000000
516,90.0000000000,82.0000000000,85.0000000000
517,90.0000000000,82.0000000000,85.0000000000
518,90.0000000000,82.0000000000,85.0000000000
519,90.0000000000,88.8635064183,217.7289696630
520,141.3288510109,314.4635064183,452.7289696630
521,375.8938194119,526.6920068099,650.9489320609
522,531.3322194119,684.5180068099,760.7100996630
523,588.2056034119,744.0623068099,810.1231736630
524,627.9935470109,760.3736568099,810.8730116630
525,570.2756980073,700.0322585125,775.5856993799
526,501.4860205879,608.7956993727,682.3464516129
527,404.6249457778,476.5591397849,538.9179574444
528,312.9445152116,348.3897853942,411.8607526882
529,221.4292468531,209.7419354839,271.3023655914
530,150.9019350251,120.5349466845,178.1863436309
531,90.0000000000,82.0000000000,85.0000000000
532,90.0000000000,82.0000000000,85.0000000000
533,90.0000000000,82.0000000000,85.0000000000
534,90.0000000000,82.0000000000,85.0000000000
535,90.0000000000,82.0000000000,85.0000000000
536,90.0000000000,82.0000000000,85.0000000000
537,90.0000000000,82.0000000000,85.0000000000
538,90.0000000000,82.0000000000,85.0000000000
539,90.0000000000,82.0000000000,85.0000000000
540,90.0000000000,82.0000000000,85.0000000000
541,90.0000000000,82.0000000000,85.0000000000
542,90.0000000000,82.0000000000,85.0000000000
543,90.0000000000,168.0912000000,232.3778291578
544,90.0000000000,393.6912000000,467.3778291578
545,333.1076875990,569.1069503916,637.5912431578
546,357.2662072541,731.4919503916,744.1530271578
547,502.1416388531,820.0000000000,795.2254827599
548,562.2636628531,801.8037634409,815.6252683621
549,562.3892468531,726.8790322581,792.4917204301
550,499.1599995413,640.8440864695,694.9645161290
551,400.0830107527,519.0510761648,554.7724731183
552,326.5015053763,371.8225810931,438.1074198100
553,209.3862365591,227.5698933691,299.1740864767
554,112.2679565305,143.1747316308,138.0925806452
555,90.0000000000,82.0000000000,85.0000000000
556,90.0000000000,82.0000000000,85.0000000000
557,90.0000000000,82.0000000000,85.0000000000
558,90.0000000000,82.0000000000,85.0000000000
559,90.0000000000,82.0000000000,85.0000000000
560,90.0000000000,82.0000000000,85.0000000000
561,90.0000000000,82.0000000000,85.0000000000
562,90.0000000000,82.0000000000,85.0000000000
563,90.0000000000,82.0000000000,85.0000000000
564,90.0000000000,82.0000000000,85.0000000000
565,90.0000000000,82.0000000000,85.0000000000
566,90.0000000000,82.0000000000,85.0000000000
567,90.0000000000,82.0000000000,249.1320716021
568,90.0000000000,230.4182948360,484.1320716021
569,280.2041112549,420.4392948360,645.4397372042
570,433.2120476559,585.5972948360,773.9077512042
571,553.8790960569,674.1993444444,834.1844056021
572,557.4146236559,675.0241944444,850.0000000000
573,517.1763445448,606.0537643368,779.2892468567
574,448.0838714265,527.7607535841,690.2969883370
575,350.3556989247,395.0403234766,562.4908593048
576,250.4860215054,277.5833337813,400.4881706776
577,170.1879565305,174.2043015233,288.9212889571
578,96.2335479284,113.6397853942,146.2752679069
579,90.0000000000,82.0000000000,85.0000000000
580,90.0000000000,82.0000000000,85.0000000000
581,90.0000000000,82.0000000000,85.0000000000
582,90.0000000000,82.0000000000,85.0000000000
583,90.0000000000,82.0000000000,85.0000000000
584,90.0000000000,82.0000000000,85.0000000000
585,90.0000000000,82.0000000000,85.0000000000
586,90.0000000000,82.0000000000,85.0000000000
587,90.0000000000,82.0000000000,85.0000000000
588,90.0000000000,82.0000000000,85.0000000000
589,90.0000000000,82.0000000000,85.0000000000
590,90.0000000000,82.0000000000,146.2144520337
591,90.0000000000,82.0000000000,146.2144520337
592,90.0000000000,307.6000000000,374.2970014337
593,149.0780986379,429.2009149078,580.4915470358
594,328.5684670389,577.3919145161,687.3756570358
595,414.9683790389,650.1079641245,770.1554410358
596,466.2468826379,654.2580645161,774.9403230358
597,456.5634417777,618.8897849462,737.8504301075
598,424.5359148960,513.8360219534,625.8889247312
599,334.2950546809,431.5322585125,464.4755918530
600,231.3010757276,312.7983870968,320.6216129032
601,134.7346241146,205.7768821684,199.3317208853
602,90.0000000000,132.3763440860,135.9309681971
